ID,RAJ2000,DEJ2000,Distance (kpc),Mass3Myr (M_Jup),AV3Myr,Mass5Myr (M_Jup),AV5Myr,Mass10Myr (M_Jup),AV10Myr,Model,FFP_class,pmRA (mas/yr),pmDE (mas/yr),pmra_error (mas/yr),pmdec_error (mas/yr),Mjmag,gmag,rmag,imag,zmag,ymag,Jmag,Hmag,Ksmag,F150Wmag,F200Wmag,W1mag,W2mag,W3mag,umag,[3.6],[4.5],[5.8],parallax (mas),parallax_error (mas),Teff (K),Radius (R_Jup),log g (cgs),Spectral Type,v sin i (km s-1),ref,notes,region,detection_method,instrument,catalog,tE_days,thetaE_muas,mu_rel_masyr,u0,rho,Source_I0_mag,Source_VI0,Source_Teff_K,Surface_Gravity_GEarth,Other IDs
3182,248.790409576594,-24.6808867336253,,6.240449010774328,0.1855211757426506,6.871342239775812,0.1026451267182487,8.766783796171811,0.4535270251594838,BHAC15,robust,-12.68469584989548,-20.54023702216148,,,,,26.7049999237061,23.923999786377,22.0429992675781,21.503999710083,18.8980007171631,17.4720001220703,16.7390003204346,,,,,,,,,,,,,,,,,Miret-Roig 2022,,Upper Scorpius,astrometry, Multi-instrument (DANCe),DANCe,,,,,,,,,,
3184,248.607685061081,-24.5770300939905,,6.014404088820846,0.0502836595607974,7.545618149805665,0.0669558746341116,9.32934572444555,0.1014679856105562,BHAC15,robust,-17.89121783781052,-23.65376813483238,,,,,,23.7240009307861,22.076000213623,21.5639991760254,18.8560009002686,17.3579998016357,16.7220001220703,,,,,,,,,,,,,,,,,Miret-Roig 2022,,Upper Scorpius,astrometry, Multi-instrument (DANCe),DANCe,,,,,,,,,,
3183,248.295447467162,-24.6231029493884,,6.461591026860743,0.1213231906696668,6.971907923823467,0.0707984922048269,9.03822284424965,0.083886866489305,BHAC15,robust,-8.959828505992888,-25.64969022345543,,,,,,23.4979991912842,22.1539993286133,21.25,18.757999420166,17.2530002593994,16.3929996490479,,,,,,,,,,,,,,,,,Miret-Roig 2022,,Upper Scorpius,astrometry, Multi-instrument (DANCe),DANCe,,,,,,,,,,
3185,247.976547806853,-24.5460555082475,,5.532176368485723,0.1217998558488282,7.110562670977645,0.0181836999158302,9.113022845831695,0.0393039815241609,BHAC15,robust,-9.16543401288986,-23.34777791571617,,,,,,23.9419994354248,22.1630001068115,21.4190006256104,18.9099998474121,17.5209999084473,16.7250003814697,,,,,,,,,,,,,,,,,Miret-Roig 2022,,Upper Scorpius,astrometry, Multi-instrument (DANCe),DANCe,,,,,,,,,,
3187,248.033614944627,-24.343253991642,,6.949034480904103,0.0894159619130097,8.392485371355978,0.0594627409033486,11.76561399019617,0.0270772715245486,BHAC15,robust,-12.30251468229294,-23.09523351264,,,,,,22.9950008392334,21.4759998321533,20.7360000610352,18.443000793457,17.1180000305176,16.3090000152588,,,,,,,,,,,,,,,,,Miret-Roig 2022,,Upper Scorpius,astrometry, Multi-instrument (DANCe),DANCe,,,,,,,,,,
3417,250.381519793092,-24.1887516701937,,5.407553807185149,0.0623254881917292,6.056894018250922,0.0108103264520069,9.606115927113436,0.0883938029930724,BHAC15,robust,-10.56620610761642,-23.36894757819176,,,,,,23.8530006408691,22.1499996185303,21.4389991760254,19.0610008239746,17.6609992980957,16.9710006713867,,,,,,,,,,,,,,,,,Miret-Roig 2022,,Upper Scorpius,astrometry, Multi-instrument (DANCe),DANCe,,,,,,,,,,
3119,245.249727148758,-26.5794690126953,,9.260626375330997,0.3733580283699896,10.32300979550769,0.0879961979036417,12.78236379312545,0.0716846572573978,BHAC15,robust,-9.855074058055877,-16.95685727667809,,,,,,22.4449996948242,21.0240001678467,19.6590003967285,17.4549999237061,16.5440006256104,15.7589998245239,,,,,,,,,,,,,,,,,Miret-Roig 2022,,Upper Scorpius,astrometry, Multi-instrument (DANCe),DANCe,,,,,,,,,,
3121,244.9160567405,-26.4625808866282,,11.25387281908829,0.1036809783550529,15.104464241256,0.4946685679923393,15.6990255990084,0.0947077458567513,BHAC15,tentative,-9.049784789562224,-21.85525662970543,,,,25.6790008544922,23.1949996948242,20.3640003204346,18.8509998321533,18.0380001068115,16.1110000610352,15.3229999542236,14.7209997177124,,,,,,,,,,,,,,,,,Miret-Roig 2022,,Upper Scorpius,astrometry, Multi-instrument (DANCe),DANCe,,,,,,,,,,
3122,244.776937547702,-26.10142721685,,9.09687563666643,0.0321624822951464,11.91772888254517,0.0628764464719308,14.09531282512406,0.1344826180401421,BHAC15,probable,-10.5331961016655,-22.76691777777672,,,,,,21.6350002288818,19.9060001373291,19.0419998168945,16.9459991455078,16.0410003662109,15.2810001373291,,,,,,,,,,,,,,,,,Miret-Roig 2022,,Upper Scorpius,astrometry, Multi-instrument (DANCe),DANCe,,,,,,,,,,
3123,245.38380249757,-25.9610318101748,,10.74177947911426,0.1290117424791753,13.79107129121607,0.0310898077743937,15.11251204258738,0.1314589119468837,BHAC15,tentative,-6.206887612819672,-25.22134168219566,,,,,23.8010005950928,20.7840003967285,18.9850006103516,18.3110008239746,16.1919994354248,15.414999961853,14.6929998397827,,,,,,,,,,,,,,,,,Miret-Roig 2022,,Upper Scorpius,astrometry, Multi-instrument (DANCe),DANCe,,,,,,,,,,
3082,244.279436339677,-26.1550781121535,,7.796884281957695,0.2752262631578511,9.460606308385756,0.0297697117973567,12.48204553489202,0.0799725226502295,BHAC15,robust,-15.21309245634079,-19.91270978522301,,,,,23.6119995117188,22.5440006256104,21.1380004882812,19.7800006866455,17.5400009155273,16.628999710083,15.8489999771118,,,,,,,,,,,,,,,,,Miret-Roig 2022,,Upper Scorpius,astrometry, Multi-instrument (DANCe),DANCe,,,,,,,,,,
